X_Coord,Y_Coord,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
,,287717144,way,12.5,hospital,,St. Monica Mission Health Center,,,,,,,,,,,,,yes,,,,,,,,,,,22892398,1,2014/06/12 16:30:53+00,062dacc7fce54d29aceaceed6089a601
36.07384893,-0.283163865,5903940839,node,21.875,pharmacy,pharmacy,Bark Chemist Ltd,,,,,,,,,,,yes,,,,,,,,,,Kenyatta Lane,,Nakuru,62551120,1,2018/09/13 12:59:55+00,72a4370863074fda8628887fe9181d7a
,,647783976,way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,65910779,2,2018/12/31 12:14:02+00,1a7790e778754d45ad2ec7ba9ce23d8a
36.912543,-1.222511767,10600747318,node,28.125,hospital,hospital,Radiant Group of Hospitals Sportsview,,local knowledge,gynaecology;general,private,,,,,,,,yes,yes,,,,,,,,,,,149181278,3,2024/03/26 14:41:23+00,b971a08f4df6493a8586353312a215ed
36.78815329,-1.306065009,7930813007,node,15.625,hospital,,Kibera Health Centre,,,,county_government,operational,,,,,,,,,,,,,,,,,,,134936330,2,2023/04/15 11:24:17+00,2174b58d7b0b4309ba1fa189a9ffa9bb
34.78173136,-0.074750608,8214402696,node,18.75,pharmacy,pharmacy,Nyaoro Pharmacy,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,3,2024/07/22 14:05:51+00,2776d90846c343ab9e7c59e379cb161d
39.70706859,-4.037498176,12691437700,node,12.5,clinic,clinic,excellence cancer center,,,,,,,,,,,,,,,,,,,,,,,,163958490,1,2025/03/22 17:55:08+00,9f1626918cdd44b19218a6789159cabd
36.75330955,-1.297956356,8074036737,node,15.625,pharmacy,,L,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,e278acd3052f4cfbb9cf4b8415767c0b
34.54786419,-0.476136817,10006564953,node,21.875,hospital,hospital,Janeiro Nursing Home,Private,,,,,,,,,,,,,,,,,,,,,349,Homabay,125903251,1,2022/09/07 13:44:56+00,2cff84ae0d91405c902ec32f30618612
,,798318296,way,18.75,hospital,hospital,Nala Hospital,,,,,,,,,,,,,,,,,,,,,Kakamega-Mumias Road,,Kakamega,84404904,1,2020/04/30 10:33:22+00,55c8beb4b1ac4709998c66d41eac2235
36.81072349,-1.278273468,929942246,node,12.5,hospital,hospital,Student's Clinic,,,,,,,,,,,,,,,,,,,,,,,,116986728,2,2022/02/04 02:45:12+00,50cd67837b234a2887aeae7ff4302ce2
,,474496407,way,9.375,hospital,,Naikarra dispensary,,,,,,,,,,,,,,,,,,,,,,,,143610078,2,2023/11/04 11:59:27+00,b325ba3c35644792a4dc73adc90f7931
36.78413316,-1.308522415,698467048,node,25,pharmacy,,Home Pharmacy,,,,private,operational,08:00-21:00,,,,,no,,,,,,,,,,,,,134809294,4,2023/04/12 10:11:41+00,c3b2c87d286e497c958ed02cd36d8dff
,,313857131,way,12.5,hospital,,girango dispensary,County government of Nyamira,,,,,,,,,,,,,,,,,,,,,,,26934329,1,2014/11/21 18:19:20+00,104eea7a47294711b5a64519068d079e
36.79399539,-1.311600921,612008731,node,21.875,pharmacy,,Malendo Chemist,,,,private,operational,Mo-Fr 08:30-20:00,,,,,yes,,,,,,,,,,,,,134436534,9,2023/04/03 04:49:06+00,e8a801be9ed94b07a9cefe494fb54ae8
36.88609994,-1.256500049,8891905583,node,12.5,clinic,clinic,Amana Medical Clinic and Family,,,,,,,,,,,,,,,,,,,,,,,,107379304,1,2021/07/04 08:08:24+00,f57d4a3576884078abf614104a6318cf
36.74880067,-1.29038163,8074036738,node,15.625,pharmacy,,Keli Chemist,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,112657618,2,2021/10/18 15:15:50+00,54cad1a48b2b4e1f88ce2d7063b37d4c
35.05881495,1.187469965,6924165769,node,15.625,clinic,,Kangulikwan Dispensary,,,,,,,,,,,yes,,,,,none,,,,,,,,79900968,3,2020/01/22 08:08:41+00,d3addaba0d684cd9bca5a6d747da44cc
,,48204373,way,28.125,hospital,hospital,Prestige Medical Services,,http://aerial.maps.jsintl.org/tilecache/tilecache.cgi/1.0.0/kibera_july/!/!/!.png,,private,operational,24-Jul,,,,,,,,,,,,,,,,,,135688423,3,2023/05/04 07:52:59+00,9b954329dd824eb08ead138b7a1ab860
36.77285808,-1.307895114,7930787279,node,15.625,clinic,,Ushirika Medical Clinic,,,,county_government,operational,,,,,,,,,,,,,,,,,,,134812930,2,2023/04/12 11:38:38+00,dc5d36021c47416198561dd17beb8220
36.86719992,-1.312180026,8894592636,node,12.5,clinic,clinic,Modan Medical Center,,,,,,,,,,,,,,,,,,,,,,,,107429683,1,2021/07/05 09:34:43+00,f9c8e9ba10ea4833ab478691a75fccf0
,,248802898,way,12.5,hospital,,Nyahera Dispensary,G.O.K.,,,,,,,,,,,,,,,,,,,,,,,19158041,1,2013/11/28 11:17:48+00,fbb56163a860442c86f77bb05275566b
36.08141435,-0.282465233,5903940835,node,18.75,hospital,hospital,Annex Hospital,,,,,,,,,,,,,,,,,,,,,Old Nairobi Road,,Nakuru,62551120,1,2018/09/13 12:59:55+00,0c94bf6e445a4d52947a9ece56bd2523
36.84562347,-1.265807231,1110239842,node,12.5,pharmacy,,Mlango kubwa health care centre,,,,,,,,,,,yes,,,,,,,,,,,,,65089092,3,2018/12/02 08:18:04+00,dda448b8de96497d8d1df0a7c67fa71f
,,792429932,way,12.5,hospital,hospital,Homeophethic Kenia Clinic,,,,,,,,,,,,,,,,,,,,,,,,83629713,1,2020/04/16 07:00:19+00,91efd739bcf3421292998071af4b94dc
36.78017162,-1.221756558,9447164687,node,12.5,hospital,hospital,Riverside Medicare Hospital,,,,,,,,,,,,,,,,,,,,,,,,116579852,1,2022/01/25 10:59:20+00,0ed53fd2740d4d0a842f7d9f2b7e7d6e
34.56113568,0.566256527,4006097794,node,9.375,pharmacy,,Bungoma Chemist,,,,,,,,,,,,,,,,,,,,,,,,119233355,2,2022/04/02 12:27:35+00,3d07bd52f8474be99043af895ad2d503
39.07103452,3.524410619,10004999555,node,21.875,hospital,hospital,Heilu Dispensary,Ministry of Health,,general,public,,,,,,,,,,,,,,,,,,,,125872215,1,2022/09/06 19:10:40+00,98dd3e91414c4955bf56008c5bd84b07
,,1003468531,way,21.875,hospital,hospital,Swaminarayan Hospital,Shree Kutch Satsang Swaminarayan,,,community,,,,,,,,,yes,,,,,,,,,,,121713946,3,2022/05/30 12:27:43+00,18f93cf5592440228efb0dc57808a964
36.80688475,-1.294497144,911044039,node,9.375,pharmacy,,Upper Hill Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,5772315,1,2010/09/13 18:43:37+00,c41c92020f2e46dfb349d4de181da04f
36.89433063,-1.317833955,8415996417,node,25,clinic,clinic,Blissgvs Health Care(Pipeline),,,,private,operational,Mo-Fr 08:00-17:00,0,,,,,,,,,,,,,,,,,119986969,2,2022/04/21 07:51:03+00,46aabfb8e7d0473b9918a78a6a238438
36.87933297,-1.253426573,8429442017,node,21.875,clinic,clinic,Hakika Medical clinic,,,,,operational,Mo-Su 08:00-17:00,0,,,,,,,,,,,,,,,,,99396369,1,2021/02/16 17:08:23+00,3151697d49234b6892ee06acf00f0626
,,402882413,way,12.5,hospital,,Wamba Hospital,Government,,,,,,,,,,,,,,,,,,,,,,,37732512,2,2016/03/10 12:15:04+00,45a10875ec4a4cb0916b4a2c5e4f3e9d
34.26939792,0.632705992,44930630,node,12.5,hospital,hospital,Malaba,,,,,,,,,,,,,,,,,,,,,,,,154775061,5,2024/08/03 13:55:08+00,90ee122f5c7b483da963fddb186d6e48
34.7677817,-0.091363373,8190853317,node,15.625,hospital,,Avenue Hospital,,,,private,operational,,,,,,,,,,,,,,,,,,,131072947,2,2023/01/09 19:31:04+00,78197996e1b34d20b09653bd5c852ff3
,,797393186,way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,84264531,1,2020/04/28 11:53:06+00,dac1aba904654324acf60d01fac7e9fc
36.82287532,-1.283257347,8415829118,node,25,clinic,clinic,City Health Limited,,,gynaecology;paediatrics;radiology,private,operational,,0,,,,,,,,,,,,,,,,,135966656,2,2023/05/11 08:50:31+00,1e1aa358d46b4253a8d0fa1f6fe3ded6
36.87407098,-1.316660573,1437348037,node,15.625,pharmacy,,Glory Medical Clinic Pharmacy,,,,,,24-Jul,,,,,yes,,,,,,,,,,,,,10807855,3,2012/02/27 12:12:00+00,1fb58bd18ffa43e2997a0bb177be3b65
36.81196837,-1.263774703,275554473,node,9.375,hospital,,M. P. Shah Hospital,,,,,,,,,,,,,,,,,,,,,,,,370500,2,2008/07/02 10:19:19+00,c1ddc2aaf7a047a9a3ca4c8fb0a58e60
36.7821951,-1.311220466,4963185917,node,18.75,clinic,,Beyond Zero Community Clinic,,,,ministry_of_health,operational,10:00-17:00,,,,,,,,,,,,,,,,,,135688423,4,2023/05/04 07:52:59+00,e3703c1febe5459a88a3cc2f92d81e3b
37.47639605,-0.832722173,3283879919,node,9.375,hospital,,mulukusi dispensary,,,,,,,,,,,,,,,,,,,,,,,,28087575,1,2015/01/12 14:33:40+00,5486ae14aeb248948c75286d81e8c4df
36.85999006,-1.263397266,1038103795,node,15.625,pharmacy,,Uzima clinic,,,,,,24-Jul,,,,,yes,,,,,,,,,,,,,6656576,1,2010/12/14 10:30:34+00,22a3ac7198684f51bfdc5d54157dc1ab
,,792812412,way,12.5,hospital,hospital,Be well medical clinic,,,,,,,,,,,,,,,,,,,,,,,,83688097,1,2020/04/17 07:28:07+00,1de8be3de72d43f5ae27badd513dbde3
40.04953195,1.740841955,10008257217,node,9.375,hospital,,Wajir maternity and nursing home,,,,,,,,,,,,,,,,,,,,,,,,125929497,1,2022/09/08 07:19:47+00,954557fd4a0c41e4bf3e5ec40f256470
36.77597313,-1.316390927,4963527055,node,18.75,clinic,,Beyond Zero Community Clinic,,,,ministry_of_health,operational,08:00-17:00,,,,,,,,,,,,,,,,,,160252991,5,2024/12/13 16:21:35+00,ab94c78fbc974aa79b0fcdb309adde49
36.87997989,-1.283804015,8415708517,node,34.375,clinic,clinic,AAR Healthcare Buruburu,,,,private,operational,Sa-Su 08:00-17:00,0,,,,,,,,,,,,,,Mumias South Road,100,Nairobi,153100268,3,2024/06/24 08:44:18+00,5de3b053811d4effa0be662b11df33c5
40.12549018,-3.232738409,4200025930,node,9.375,clinic,,St Peter Health Centre,,,,,,,,,,,,,,,,,,,,,,,,39483839,1,2016/05/22 09:32:11+00,494065f736d8488eaa8d80f6b6227d58
,,798288069,way,18.75,hospital,hospital,Karen Hospital Nyeri,,,,,,,,,,,,,,,,,,,,,Kenyatta Road,,Nyeri,84398367,1,2020/04/30 09:12:42+00,00493d615bd946128391e86c2ce97cab
36.84299348,-1.256328556,5331566402,node,15.625,,doctor,Karura Medical Centre,NCC,,general,,,,,,,,,,,,,,,,,,,,,152195820,3,2024/06/03 11:18:00+00,0c263df27fa14458bbc4d887d96c468a
36.7455573,-1.286208029,8074036763,node,15.625,pharmacy,,Dispensing,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,93408841,1,2020/11/02 09:38:34+00,b8e17a52795f4b918535a27e4ff10a47
36.72587516,-1.288983444,8415744317,node,25,clinic,clinic,Alter Care Limited,,,gynaecology,,operational,Mo-Su 08:00-17:00,0,,,,,,,,,,,,,,,,,99124519,1,2021/02/11 17:25:56+00,5d751d7c77eb4b12b5d19e22ebef677d
,,774523115,way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,81205505,1,2020/02/19 06:48:40+00,e3b2a16590a14ec8bfa7d07ae24534bd
39.56658806,-4.282036764,1456853169,node,9.375,pharmacy,,,,,,,,,,,,,late chemist,,,,,,,,,,,,,9486217,1,2011/10/06 14:51:17+00,b06ef4313aa24929adf5212a17dce376
,,798635024,way,18.75,hospital,hospital,Ahero County Hospital,,,,,,,,,,,,,,,,,,,,,Nairobi Road,,Ahero,84454721,1,2020/05/01 07:22:30+00,c4b250bc34c04da5a4f935b1510bdb28
,,797375159,way,18.75,hospital,hospital,Elburgon Nursing & Maternity Home.,Esther Muthoni Kariuki,,,,,,,,,,,,,,,,,,,,,,Elburgon,84261279,1,2020/04/28 11:05:01+00,50ecc876ee0e4db49d8cffad3e9196f3
36.79608492,-1.317265075,7930812994,node,15.625,clinic,,Silanga Dispensary,,,,county_government,operational,,,,,,,,,,,,,,,,,,,134436534,2,2023/04/03 04:49:06+00,8b72bc04516046fab39cc4735a7b2fd0
36.78685049,-1.315773432,4965342340,node,21.875,clinic,,Community Mobilizer,,,,ngo_cbo,operational,8hrs,,,,,,,,,,,,,,,,,,56994198,3,2018/03/08 10:13:09+00,1ab131716b304354ab7e965d865794ac
36.84507496,-1.264416757,7952200615,node,18.75,clinic,laboratory,Loving Concern Medical Clinic,,,,ngo,operational,,,,,,,,,,,,,,,,,,,93793629,2,2020/11/09 11:13:17+00,2158594e187e4ee9a90b2689a75e087b
,,792456295,way,12.5,hospital,hospital,NCCK Huruma Clinic,,,,,,,,,,,,,,,,,,,,,,,,83635719,1,2020/04/16 08:36:47+00,486db08c9bd3430a9d81c67a895ae291
35.81741164,0.166013274,6808019395,node,9.375,clinic,,Kipngorom Dispensary,,,,,,,,,,,,,,,,,,,,,,,,74672845,1,2019/09/19 13:11:29+00,45468e2ecdb54d6f9f1919ff81873cf2
35.98762546,0.471883757,6807623050,node,15.625,clinic,,Medical Clinic,,,,,,,,,,,no,,,,,often,,,,,,,,154754163,2,2024/08/02 21:36:19+00,d9007e6914fa41c0b5be58ca425d2425
34.74657339,-0.080316611,8190988759,node,15.625,clinic,,Ambundo Medical Centre,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,37c2e01f4dff4e29abd9f6ac6d948af8
,,1233510706,way,12.5,hospital,,Tiaitune Dispensary,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,145435799,2,2023/12/23 12:34:12+00,eb888dbaf3d44c07b47ef3ec047abfc6
,,797836971,way,12.5,hospital,hospital,New Point Hospital,,,,,,,,,,,,,,,,,,,,,,,,117147675,2,2022/02/08 07:45:25+00,89ec3581c7b74235a40a105bef1550e1
37.16100599,-0.721357106,3105367389,node,9.375,clinic,,Focus Diagnostics Services,,,,,,,,,,,,,,,,,,,,,,,,25789114,1,2014/10/01 12:36:20+00,e99b91e2410f419b9b18eb8814f2b14a
36.47676525,-1.55880705,6474717487,node,6.25,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,134194691,2,2023/03/27 21:16:12+00,c3e58c02493549fcbe65bca6b3c38f0d
36.77835652,-1.311943405,698602288,node,25,pharmacy,pharmacy,Amalasia,,,,private,operational,08:00-19:00,,,,,yes,,,,,,,,,,,,,126936176,7,2022/10/03 12:37:30+00,64b4e7935ea3428f9d80989159f70576
36.80982797,-1.267500124,8476579218,node,28.125,hospital,hospital,Jemindas Nursing Home Limited,,,gynaecology,private,operational,24-Jul,10,,,,,,,,,,,,,,,,,100223731,1,2021/03/01 18:05:42+00,a4049a4d32634191a80fe7942ec3d1ea
35.72409524,0.041204137,5798730246,node,15.625,clinic,,Mission Hospital,,,,,,,,,,,yes,,,,,always,,,,,,,,61359658,2,2018/08/04 18:33:37+00,a42b07d8a26d4d37a227e655a6d57ece
34.76602166,-0.080670076,8214402709,node,15.625,pharmacy,,Obunga Chemist,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,b050d28e370d468f81c957dea0781d9a
36.88579995,-1.256030076,8891997084,node,12.5,*,alternative,Faith Healer,,,,,,,,,,,,,,,,,,,,,,,,107380437,1,2021/07/04 08:44:18+00,d5b2189958974b3cae79a007e27ac915
35.12125829,1.236073268,6924413653,node,9.375,hospital,,Kapenguria Referral Hospital,,,,,,,,,,,,,,,,,,,,,,,,79906621,3,2020/01/22 09:47:08+00,fcd2d1d680f141fdb36326dd7b40f2d6
38.56003297,-3.393944954,4595588690,node,9.375,clinic,,Voi Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,44993307,1,2017/01/08 04:10:20+00,6035049026924df69748897ddc57b161
39.49690167,2.795628194,3695322662,node,9.375,clinic,,Buna Health Center,,,,,,,,,,,,,,,,,,,,,,,,33312809,1,2015/08/13 13:29:08+00,abb32143f66a4f0c9cd4c20a7d93659c
36.88605099,-1.210560431,8210508750,node,21.875,pharmacy,pharmacy,Livewell Pharmacy & Cosmetics,,,,,,,,,,,yes,,,,,,,,,,Mirema Drive,,Mirema,95568278,1,2020/12/09 17:35:03+00,d28e5e084b87448da1dff58b7539f1ad
36.88328169,-1.247612214,2405885993,node,12.5,pharmacy,,Lifecode Medical services,,,,,,,,,,,yes,,,,,,,,,,,,,17202513,1,2013/08/03 10:56:31+00,8990780420c84c358b5bd87434759910
,,1369370711,way,12.5,hospital,hospital,Port Florence  Community Hospital,,,,,,,,,,,,,,,,,,,,,,,,163835741,1,2025/03/19 20:39:06+00,f391820a02c7467b9ffae97714229332
36.84227599,-1.31123505,3856041557,node,9.375,clinic,,clinic,,,,,,,,,,,,,,,,,,,,,,,,35545393,1,2015/11/24 08:22:54+00,60091314165146afb89f15ef670ce262
,,228835854,way,9.375,clinic,,Karatina Health Centre,,,,,,,,,,,,,,,,,,,,,,,,64404729,4,2018/11/12 12:48:14+00,0b52fb708c77409c9f15f91b77bd6bc3
35.87077838,-1.090947236,6071305142,node,15.625,pharmacy,pharmacy,Chemist Warehouse,,,,,,,,,,,yes,,,,,,,,,,,,,64627419,1,2018/11/18 18:00:17+00,ad0ed193abf74b79bd27726425a977ff
35.62622009,0.586750783,3674804333,node,12.5,hospital,,proposed chemura dispensary,,,,government,,,,,,,,,,,,,,,,,,,,33004582,1,2015/07/31 11:55:14+00,32aee99a00f34f9c8ce8f6b42cee235c
36.66263756,-1.244152249,7321553496,node,50,clinic,dentist;doctor;laboratory;pharmacy,Equity Afya Medical Centre,private,,gynaecology;paediatrics;radiology;vaccination,private,operational,Mo-Fr 00:00-17:00,9,,,laboratory;ultrasound,yes,yes,yes,,water_works,grid,,,,,,,,159954247,3,2024/12/05 11:57:59+00,1ad129246ccf42daa3a8af54de02b8de
36.74529997,-1.288931728,8074036774,node,15.625,pharmacy,,Samaritan Medical,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,135607304,2,2023/05/02 09:28:28+00,48a40914ad21401aba7359d9c5f7d77d
,,797895636,way,15.625,hospital,hospital,Makueni County Referall Hospital Modern Maternity,County Government,,,,,,,,,,,,,,,,,,,,,,,153861106,2,2024/07/12 15:32:36+00,54cebdda8cff49b293722f813da82083
39.30084468,0.901550758,11364707370,node,18.75,clinic,,Skanska,Ministry of Health,,,public,non_operational,,,,,,,,,,,,,,,,,,,144257155,1,2023/11/20 17:57:19+00,efcaa7bbae3741acaa7612c96735e626
36.84326824,-1.265556779,7952200597,node,15.625,clinic,,Beth Clinic,,,,private,operational,,,,,,,,,,,,,,,,,,,91659564,1,2020/09/28 17:45:03+00,acef66a830824b24b7416d754fe25747
,,322159497,way,12.5,hospital,,Ndege Oriedo,,,,,,,,,,,,,yes,,,,,,,,,,,29312655,2,2015/03/07 17:26:42+00,46bf919b2763427084342ce35c685d61
,,504600355,way,12.5,hospital,hospital,Rift Valley Provincial General Hospital,,,,,,,,,,,,,,,,,,,,,,,,111550839,4,2021/09/22 16:04:25+00,9a922744ac1d4d04933cd883eed8df4b
36.88427235,-1.252638926,8962922294,node,12.5,clinic,clinic,Selina Hospital,,,,,,,,,,,,,,,,,,,,,,,,108887077,1,2021/07/30 11:25:52+00,79f0aaedc4e942628d03dbc910df0a32
,,792883675,way,21.875,hospital,hospital,Mbuguni dispensary,,,,ministry_of_health,operational,Mo-Fr 7:00-17:00,,,,,,,,,,,,,,,,,,83702842,1,2020/04/17 11:09:26+00,e7d4d33cffda490192f819d81e37374c
36.84493255,-1.260030255,2387208974,node,25,pharmacy,pharmacy,Clinic,,,,private,operational,06:00-21:30,,,,,yes,,,,,,,,,,,,,75228886,5,2019/10/03 11:45:37+00,2a3942102397404880be3c8b933cc23b
40.61044438,1.580114938,3781927483,node,9.375,clinic,,Ibrahim Ure Dispensary,,,,,,,,,,,,,,,,,,,,,,,,34567731,1,2015/10/11 11:54:27+00,3fbc3c832f42454cace0dd74ca9cdb48
,,573137408,way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,84329070,2,2020/04/29 10:14:20+00,e78dae563b5f44849cbe546f192dae59
34.77473356,-0.084734545,8214402666,node,15.625,pharmacy,,Yvyton Chemist,,,,private,operational,,,,,,,,,,,,,,,,,,,130032934,2,2022/12/13 11:39:52+00,9462f88612a04865a27f2d302492d5fa
35.71615716,0.546446737,5779623115,node,18.75,clinic,,Kapkokwon Dispensary,County Goverment Of Baringo,,,,,,,,,,yes,,,,,none,,,,,,,,62203030,4,2018/09/01 17:28:05+00,9ee9e536033d4b68a5d2e1c5ad1d1fea
34.74948165,-0.125851719,8214402695,node,15.625,pharmacy,,Evenly Chemist,,,,private,operational,,,,,,,,,,,,,,,,,,,154266435,2,2024/07/22 14:34:40+00,bccb37a3852748e8b7236fd060db8647
34.78409162,-0.107830041,8214402684,node,15.625,pharmacy,,Kasawino Family Chemist,,,,private,operational,,,,,,,,,,,,,,,,,,,154266435,2,2024/07/22 14:34:40+00,22bb3e888ada45f38b95ae7913b70c31
36.78798322,-1.307118363,7930812989,node,15.625,clinic,,Chemi Chemi ya Uzima,,,,cbo,operational,,,,,,,,,,,,,,,,,,,91281159,1,2020/09/22 09:36:09+00,9f91559cbedb411da97b0a1a5024b2d7
39.88191392,-3.178151013,11290358709,node,25,clinic,,Trocom,Private,KRCS2023,,private,operational,24-Jul,,,,,,,,,,,,,,,,,,143149317,1,2023/10/26 08:03:54+00,a95eb63815dc4a7387cfb4f5e4cc0ca9
,,788848210,way,12.5,hospital,hospital,mathare family Hope centre,,,,,,,,,,,,,,,,,,,,,,,,83634378,2,2020/04/16 08:16:52+00,c50b125d605b4f34ac916faee374cd1a
37.1598943,-0.720346165,3105367395,node,18.75,pharmacy,,Jibamani Chemist,County Government of Muranga,,,,,Mo-Su 08:00-18:00; Apr 10-15 off; Jun 08:00-14:00; Aug off; Dec 25 off,,,,,yes,,,,,,,,,,,,,25789114,1,2014/10/01 12:36:20+00,eba08a280d424d089e6a9136dad5ce83
,,797326401,way,12.5,hospital,hospital,jila dispensary,,,,,,,,,,,,,,,,,,,,,,,,84251592,1,2020/04/28 08:54:35+00,729886b1af5d4eab862def6aea4fc7e5
37.45434955,-1.658965931,5641420358,node,9.375,hospital,,Mbooni Sub-County Hospital,,,,,,,,,,,,,,,,,,,,,,,,75323374,2,2019/10/05 16:52:20+00,39382ee54784403c8597e521768d8989
,,458671016,way,21.875,hospital,hospital,Muhuru Health Center,Government of Kenya,,,,,,,,,,,,,,,,,,,15,,,Muhuru Bay,84260447,2,2020/04/28 10:52:33+00,93437b39c8b945739596b31f45a87653
,,162975789,way,12.5,hospital,hospital,Kilifi District Hospital,,,,,,,,,,,,,,,,,,,,,,,,93607237,2,2020/11/05 13:47:33+00,78d2c668acd04c3382608e7478eb4c5f
36.78827642,-1.310027218,698467073,node,18.75,hospital,,Makina Clinic,,,,,operational,24-Jul,,,,,,,,,,,,,,,,,,134532340,7,2023/04/05 10:22:43+00,f206d011c6414300aeb91d67589bf751
36.84535668,-1.264608367,7952200621,node,15.625,clinic,,View Point Medical,,,,private,operational,,,,,,,,,,,,,,,,,,,93791747,2,2020/11/09 10:46:17+00,ce03235e13e64594809e760b65012f1c
36.84947588,-1.262834002,4502203219,node,18.75,pharmacy,,St Clare Chemist and Lab Services,,,,private,operational,07:00-18:30,,,,,,,,,,,,,,,,,,72498627,3,2019/07/22 05:09:46+00,f0dd59c4378046968ec56393432d1fe2
36.82495747,-1.26255698,5340968095,node,12.5,clinic,clinic,Dr Harun A. Otieno FACC,,,,,,,,,,,,,,,,,,,,,,,,55465501,1,2018/01/15 15:06:32+00,efe426757abd498e870a589ebcbef2f9
36.82729544,-1.287973928,5555074074,node,18.75,clinic,clinic,Mater Hospital,,,,,,,,,,,,,,,,,,,,,Moi Avenue,,Nairobi,58117654,1,2018/04/15 18:59:12+00,79c67d9b48f94edf875f980827b0fc80
36.78304947,-1.291254102,9722395618,node,12.5,dentist,,Galana Dental Care,,,,,,,,,,,,,,,,,,,,,Galana Road,,,120663817,1,2022/05/07 11:14:07+00,b1d5c170f90340ae8a5b31f8ab3cf382
36.79527204,-1.313248635,4965328916,node,15.625,clinic,,Vital Solution Elevation Clinic,,,,private,closed,,,,,,,,,,,,,,,,,,,134436534,2,2023/04/03 04:49:06+00,59e17aea9abe4b9ea7ac9b2832f74a68
34.77977796,-0.082037416,8214410018,node,15.625,pharmacy,,The Main Chemist,,,,private,operational,,,,,,,,,,,,,,,,,,,154265250,2,2024/07/22 14:05:51+00,7982ed10907a49628493536a7dbf29db
,,403052628,way,9.375,hospital,,Lodungokwe Catholic Mission,,,,,,,,,,,,,,,,,,,,,,,,164453891,2,2025/04/03 09:00:26+00,2614be02796d41fd9dcf89c890535d04
40.19366523,-2.469025576,11645444613,node,25,pharmacy,,Oda pharmacy,Ministry of Health,KRCS2023,,public,operational,24hrs,,,,,,,,,,,,,,,,,,147690185,1,2024/02/20 12:26:25+00,ba618a1a336e498cba7f4fb1ecbc1bfd
36.80242725,-1.260623778,6969796486,node,12.5,pharmacy,pharmacy,Goodlife,,,,,,,,,,,,,,,,,,,,,,,,144014851,2,2023/11/14 15:09:35+00,93f7419a4c49414db073845c412ec516
37.62249967,-1.783611118,5736159630,node,9.375,hospital,,Rapha makueni nursing home,,,,,,,,,,,,,,,,,,,,,,,,153861106,3,2024/07/12 15:32:36+00,70e05b0f8c0341c58cda25e8dae5a715
35.12160823,1.236856641,6924413654,node,15.625,hospital,,Kapenguria County Referral Hospital,,,,,,,,,,,yes,,,,,always,,,,,,,,79906685,3,2020/01/22 09:48:09+00,03d7dcacc41d4cb4be54b09d58ceacf7
40.25615475,-2.503125421,11645444595,node,25,pharmacy,,Mandingo pharmacy,Ministry of Health,KRCS2023,,public,operational,12hrs,,,,,,,,,,,,,,,,,,147690185,1,2024/02/20 12:26:25+00,520cac8354144055a47e674494e129ed
,,798371865,way,18.75,hospital,hospital,Sirwa Dispensary,,,,,,,,,,,yes,,,,,always,,,,,,,,84415199,1,2020/04/30 13:05:09+00,393de604f0b94cc8a4f53af1a7779eb5
34.77619813,-0.083044334,8190961862,node,15.625,clinic,,Nightingale Medical Centre,,,,private,operational,,,,,,,,,,,,,,,,,,,137618919,2,2023/06/21 19:12:35+00,6acabeb088694a639e2192c8c5f43f3e
,,235472306,way,9.375,hospital,,Sango-Buru Health Center,,,,,,,,,,,,,,,,,,,,,,,,17554802,1,2013/08/28 13:27:51+00,c49f2252db5d4a1f852f1f720d21e7c5
40.0171996,2.402769817,3702721529,node,9.375,clinic,,Dambas Health Center,,,,,,,,,,,,,,,,,,,,,,,,33412755,1,2015/08/18 11:26:36+00,356b23dfabac4531b54d1240e0fffe64
35.72441996,0.046448862,5798859907,node,15.625,hospital,,Eldama Ravine Sub-County Referral Hospital- Opd Block,,,,,,,,,,,yes,,,,,always,,,,,,,,75323339,5,2019/10/05 16:48:45+00,1cfa8f46006047958a127639b6a67a91
,,792429936,way,12.5,hospital,hospital,Riverside medical clinic,,,,,,,,,,,,,,,,,,,,,,,,157103210,3,2024/09/25 21:53:54+00,902188e3552d47eba9c75186eee78882
